antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.022713245278360696,0.020441920750524627,0.016244908036044933,0.7152173913043479,34.98777830287755,1.0,0.015780605676077458,3.439669591257701,0.9939954535908839,0.6036697247706423,0.7092744016629939,0.7549516908212561
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.020441920750524627,0.022713245278360696,0.016244908036044933,0.7946859903381642,34.987778302877544,1.0,0.015780605676077458,4.759961370055984,0.9916906527810859,0.6036697247706423,0.7899142614285043,0.7549516908212561
frozenset({'BATHROOM METAL SIGN'}),frozenset({'TOILET METAL SIGN'}),0.02209603752623133,0.017454635230218493,0.01343044068633502,0.6078212290502794,34.82291213957788,1.0,0.013044762411281432,2.5053507164357676,0.9932297158323061,0.5141776937618147,0.6008542862124118,0.6886348012295244
frozenset({'TOILET METAL SIGN'}),frozenset({'BATHROOM METAL SIGN'}),0.017454635230218493,0.02209603752623133,0.01343044068633502,0.7694483734087694,34.82291213957788,1.0,0.013044762411281432,4.241583444594811,0.9885378422060818,0.5141776937618147,0.7642389892684222,0.6886348012295244
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.019627206517713863,0.0187137390445624,0.012171336871991113,0.620125786163522,33.13746038067739,1.0,0.011804038451044881,2.583187342581367,0.9892386638831325,0.4650943396226415,0.6128813487446463,0.635260782263819
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'SPACEBOY LUNCH BOX '}),0.0187137390445624,0.019627206517713863,0.012171336871991113,0.6503957783641161,33.13746038067739,1.0,0.011804038451044881,2.804236141356879,0.988317793614592,0.4650943396226415,0.6433966507841481,0.635260782263819
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.02468831008517467,0.022663868658190346,0.015010492531786199,0.608,26.826840958605665,1.0,0.014450959914623123,2.4932044166882896,0.9870935724325368,0.46412213740458014,0.5989097430974815,0.6351546840958606
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.022663868658190346,0.02468831008517467,0.015010492531786199,0.6623093681917211,26.826840958605665,1.0,0.014450959914623123,2.8881810688445473,0.9850489195682262,0.46412213740458014,0.6537613203039024,0.6351546840958606
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.015603011973830391,0.02468831008517467,0.010220960375262314,0.6550632911392406,26.53333860759494,1.0,0.009835748377389696,2.8275091193860993,0.9775645161309864,0.33990147783251234,0.6463318214806971,0.5345316455696203
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.02468831008517467,0.015603011973830391,0.010220960375262314,0.414,26.533338607594935,1.0,0.009835748377389696,1.6798583413415862,0.9866707999415472,0.33990147783251234,0.40471170967822834,0.5345316455696203
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02263918034810517,0.025009258116281942,0.013183557585483273,0.5823336968375137,23.284724965847474,1.0,0.012617368480616453,2.334377311507492,0.9792221775675223,0.38252148997134666,0.5716202367670286,0.5547403923476808
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.025009258116281942,0.02263918034810517,0.013183557585483273,0.5271470878578479,23.28472496584747,1.0,0.012617368480616453,2.066944697927702,0.9816025414145415,0.38252148997134666,0.5161941192705398,0.5547403923476808
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.021750401185038883,0.025009258116281942,0.012665103073694606,0.5822928490351874,23.283091658608356,1.0,0.012121141676325284,2.334149031520532,0.9783294350914188,0.3714699493120927,0.5715783411873359,0.5443547167189757
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.025009258116281942,0.021750401185038883,0.012665103073694606,0.506416584402764,23.283091658608353,1.0,0.012121141676325284,1.9819336871991111,0.9815994514347812,0.3714699493120927,0.4954422509396819,0.5443547167189757
frozenset({'HAND WARMER BIRD DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.021750401185038883,0.02263918034810517,0.011183804468584125,0.5141884222474461,22.712325019774052,1.0,0.010691393213512389,2.0118104722273817,0.9772261019588547,0.33680297397769515,0.5029352845087603,0.5040953016362639
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BIRD DESIGN'}),0.02263918034810517,0.021750401185038883,0.011183804468584125,0.4940021810250818,22.712325019774052,1.0,0.010691393213512389,1.9333079355890506,0.9781147586141674,0.33680297397769515,0.4827518257223132,0.5040953016362639
frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.026564621651647944,0.018960622145414146,0.010714726576965808,0.4033457249070632,21.272810660625776,1.0,0.010211044823393023,1.6442342220740411,0.978998358245989,0.30780141843971637,0.3918141426720838,0.484224945786865
frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.018960622145414146,0.026564621651647944,0.010714726576965808,0.5651041666666667,21.272810660625776,1.0,0.010211044823393023,2.2383184747650735,0.9714101786063645,0.30780141843971637,0.5532360514046346,0.484224945786865
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.028984076039995064,0.023231699790149364,0.01338106406616467,0.46166950596252126,19.872394621691736,1.0,0.012707714712908644,1.814439848807539,0.9780261215695983,0.3445645263827081,0.4488657198213508,0.5188262513872117
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.023231699790149364,0.028984076039995064,0.01338106406616467,0.5759829968119022,19.872394621691736,1.0,0.012707714712908644,2.2900400612690843,0.9722663377680182,0.3445645263827081,0.5633264164619791,0.5188262513872117
frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),0.0242686088137267,0.025675842488581655,0.012171336871991113,0.5015259409969481,19.53298869238595,1.0,0.011548219894672862,1.9546135649667842,0.9724034360711928,0.3222222222222222,0.48838992119805863,0.4877822012677049
frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'}),frozenset({'WOOD S/3 CABINET ANT WHITE FINISH'}),0.025675842488581655,0.0242686088137267,0.012171336871991113,0.4740384615384616,19.532988692385945,1.0,0.011548219894672862,1.8551382940287466,0.9738078956139791,0.3222222222222222,0.46095662882990196,0.4877822012677049
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.034119244537711396,0.01908406369584002,0.011356622639180348,0.33285094066570187,17.44130317162258,1.0,0.010705488803168722,1.4703100043084045,0.9759639887134112,0.271386430678466,0.31987132164663884,0.463967514317327
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.01908406369584002,0.034119244537711396,0.011356622639180348,0.5950840879689522,17.44130317162258,1.0,0.010705488803168722,2.385386019080988,0.961004709816641,0.271386430678466,0.5807806401140609,0.463967514317327
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.02310825823972349,0.03448956918898902,0.013677323787186767,0.5918803418803419,17.161140478069612,1.0,0.012880329915790798,2.365753306908655,0.9640052978788687,0.31141090500281055,0.5773016581738583,0.49422220386787313
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.03448956918898902,0.02310825823972349,0.013677323787186767,0.3965640658554044,17.16114047806961,1.0,0.012880329915790798,1.6188822814224273,0.9753688665175655,0.31141090500281055,0.38228986043299434,0.49422220386787313
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.033008270583878535,0.024984569806196767,0.013998271818294038,0.42408376963350786,16.97382716304865,1.0,0.013173574377709293,1.6929813378819671,0.9732097378560477,0.3181818181818182,0.40932603471514534,0.4921802247377025
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.024984569806196767,0.033008270583878535,0.013998271818294038,0.5602766798418972,16.97382716304865,1.0,0.013173574377709293,2.1990913037508197,0.9652008966739847,0.3181818181818182,0.5452667207157896,0.4921802247377025
frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.027083076163436613,0.04090852981113443,0.01866436242439205,0.6891522333637192,16.84617453976913,1.0,0.017556433595782878,3.08540569735245,0.9668239078574542,0.37837837837837834,0.6758935134986986,0.5726992307434167
frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),0.04090852981113443,0.027083076163436613,0.01866436242439205,0.45624622812311405,16.84617453976913,1.0,0.017556433595782878,1.7892600918947676,0.9807608258043287,0.37837837837837834,0.4411097612192127,0.5726992307434167
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.03671151709665473,0.018639674114306875,0.011405999259350697,0.31069266980497645,16.66835309993453,1.0,0.010721708544427248,1.4236905410653908,0.9758302805742449,0.2595505617977528,0.29760016579749865,0.4613065998031505
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.018639674114306875,0.03671151709665473,0.011405999259350697,0.6119205298013245,16.66835309993453,1.0,0.010721708544427248,2.4821938723277324,0.9578602738980099,0.2595505617977528,0.597130582285167,0.4613065998031505
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.039772867547216394,0.016269596346130108,0.010591285026539934,0.26629422718808193,16.36759889568021,1.0,0.009944196526018625,1.3407696110713911,0.9777933281815628,0.2330255296034764,0.2541597066770381,0.45864028506596816
"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.016269596346130108,0.039772867547216394,0.010591285026539934,0.6509863429438544,16.36759889568021,1.0,0.009944196526018625,2.7512594795060195,0.9544319054934927,0.2330255296034764,0.6365301028678156,0.45864028506596816
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.04243920503641526,0.01622021972595976,0.010591285026539934,0.24956369982547993,15.38596295499401,1.0,0.00990291179585422,1.3109437537140118,0.9764452532977258,0.22033898305084748,0.23719076644828008,0.4512658681775802
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.01622021972595976,0.04243920503641526,0.010591285026539934,0.6529680365296804,15.38596295499401,1.0,0.00990291179585422,2.759287027592435,0.9504217424815697,0.22033898305084748,0.6375875398245424,0.4512658681775802
frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),0.024342673743982225,0.027848413776077028,0.010245648685347488,0.4208924949290061,15.113697258066837,1.0,0.009567743834509024,1.678706591973359,0.9571340550846825,0.2442613301942319,0.404303286362582,0.39440014817372293
frozenset({'FELTCRAFT 6 FLOWER FRIENDS'}),frozenset({'FELTCRAFT BUTTERFLY HEARTS'}),0.027848413776077028,0.024342673743982225,0.010245648685347488,0.3679078014184397,15.113697258066836,1.0,0.009567743834509024,1.5435364151708106,0.9605856394060382,0.2442613301942319,0.3521370858689213,0.39440014817372293
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.020639427231206025,0.033008270583878535,0.010122207134921615,0.4904306220095694,14.857810280102923,1.0,0.009440935336177696,1.89766452063821,0.9523513169034739,0.23255813953488372,0.47303646712871755,0.39854365805040926
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.033008270583878535,0.020639427231206025,0.010122207134921615,0.30665669409124907,14.857810280102923,1.0,0.009440935336177696,1.4125189706492747,0.9645328939502631,0.23255813953488372,0.29204490645506676,0.39854365805040926
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.028342179977780522,0.03298358227379336,0.013603258856931243,0.4799651567944251,14.551638230507626,1.0,0.01266843223181546,1.8595223577046653,0.9584435960515375,0.2850491464045525,0.46222749306743055,0.4461951532475119
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03298358227379336,0.028342179977780522,0.013603258856931243,0.4124251497005988,14.551638230507624,1.0,0.01266843223181546,1.6536749650314462,0.963043851254828,0.2850491464045525,0.39528624358113557,0.4461951532475119
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.039772867547216394,0.04243920503641526,0.02399703740278978,0.6033519553072626,14.216853373892187,1.0,0.022309108522067276,2.4141321450490376,0.9681677550950446,0.41221374045801523,0.5857724681514122,0.5843984907426365
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.04243920503641526,0.039772867547216394,0.02399703740278978,0.5654450261780104,14.216853373892185,1.0,0.022309108522067276,2.2096793048009835,0.97086362776947,0.41221374045801523,0.5474456416244231,0.5843984907426365
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.034119244537711396,0.03019380323416862,0.014615479570423405,0.42836468885672935,14.187172299380068,1.0,0.013585289814353266,1.6965470429498468,0.9623483904884872,0.29408842523596623,0.4105674793071082,0.4562101449189616
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.03019380323416862,0.034119244537711396,0.014615479570423405,0.4840556009811938,14.187172299380068,1.0,0.013585289814353266,1.8720636512367337,0.9584531358149047,0.29408842523596623,0.4658301285111892,0.4562101449189616
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.018886557215158622,0.04145167263300827,0.011060362918158251,0.5856209150326798,14.127799382607916,1.0,0.010277483531310916,2.313215995065453,0.9471051230318499,0.22444889779559116,0.5677014156338199,0.42622320319829343
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.04145167263300827,0.018886557215158622,0.011060362918158251,0.26682549136390704,14.127799382607915,1.0,0.010277483531310916,1.3381717875188859,0.9694008548211434,0.22444889779559116,0.252711789826247,0.42622320319829343
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.040365386989260586,0.02935440069127268,0.016318972966300457,0.40428134556574924,13.772427167485848,1.0,0.015134071222559418,1.6293691528437055,0.9664002783629985,0.3055940822931114,0.38626553825772386,0.48010534898136076
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.02935440069127268,0.040365386989260586,0.016318972966300457,0.5559293523969723,13.772427167485848,1.0,0.015134071222559418,2.1609953690715327,0.9554374509098013,0.3055940822931114,0.5372502809065953,0.48010534898136076
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.028342179977780522,0.031329465498086656,0.011899765461054191,0.41986062717770034,13.40146154754354,1.0,0.011011820111299754,1.6697203807930878,0.9523736175198896,0.24909560723514212,0.4010973265325913,0.3998436311617422
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'COOK WITH WINE METAL SIGN '}),0.031329465498086656,0.028342179977780522,0.011899765461054191,0.3798266351457841,13.401461547543539,1.0,0.011011820111299754,1.5667519359697542,0.9553106449365454,0.24909560723514212,0.36173686654419757,0.3998436311617422
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.03913097148500185,0.02488581656585607,0.012887297864461177,0.32933753943217664,13.233945470932852,1.0,0.011913491686041677,1.453956708130873,0.9620840273593932,0.25205214872042486,0.3122216126465381,0.42359734114465974
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.02488581656585607,0.03913097148500185,0.012887297864461177,0.5178571428571428,13.23394547093285,1.0,0.011913491686041677,1.9929135406236995,0.9480292261393926,0.25205214872042486,0.4982220855968286,0.42359734114465974
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.03461301073941489,0.02488581656585607,0.010887544747562029,0.31455064194008553,12.63975570613409,1.0,0.010026171711508944,1.4225911396198436,0.953901965870357,0.22397155916708988,0.29705733984310617,0.3760253209700427
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.02488581656585607,0.03461301073941489,0.010887544747562029,0.43749999999999994,12.63975570613409,1.0,0.010026171711508944,1.7162435364632624,0.9443863729252494,0.22397155916708988,0.4173321100682812,0.3760253209700427
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.026144920380199974,0.03913097148500185,0.012739168003950129,0.48725212464589235,12.451827955067426,1.0,0.01171609187007488,1.8739600390375375,0.9443812795591029,0.24248120300751877,0.46637069138699566,0.4064020875595392
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.03913097148500185,0.026144920380199974,0.012739168003950129,0.3255520504731861,12.451827955067424,1.0,0.01171609187007488,1.4439291872753817,0.9571445003465666,0.24248120300751877,0.3074452619889571,0.4064020875595392
frozenset({'PLEASE ONE PERSON METAL SIGN'}),frozenset({'COOK WITH WINE METAL SIGN '}),0.03313171213430441,0.028342179977780522,0.01152944080977657,0.3479880774962742,12.278098500859395,1.0,0.0105904158614941,1.4902454793940785,0.9500302939654673,0.23084527928818585,0.32896961351186793,0.3773912512916911
frozenset({'COOK WITH WINE METAL SIGN '}),frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.028342179977780522,0.03313171213430441,0.01152944080977657,0.406794425087108,12.278098500859395,1.0,0.0105904158614941,1.6299042503227879,0.9453473690212566,0.23084527928818585,0.3864670272490185,0.3773912512916911
frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.04364893223058881,0.03569929638316257,0.018861868905073447,0.4321266968325792,12.104627839006655,1.0,0.01730363273656508,1.6980912788790523,0.9592575357488619,0.3118367346938776,0.41110350636738324,0.4802403885269397
frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.03569929638316257,0.04364893223058881,0.018861868905073447,0.5283540802213001,12.104627839006653,1.0,0.01730363273656508,2.0276886275580184,0.9513494754679757,0.3118367346938776,0.5068276329959409,0.4802403885269397
frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),frozenset({'GIN + TONIC DIET METAL SIGN'}),0.031329465498086656,0.03298358227379336,0.01241821997284286,0.3963750985027581,12.017345332974713,1.0,0.011384861969992747,1.6020154492096035,0.9464383542764212,0.23929590865842054,0.37578629438725053,0.386436052245391
frozenset({'GIN + TONIC DIET METAL SIGN'}),frozenset({'HAND OVER THE CHOCOLATE   SIGN '}),0.03298358227379336,0.031329465498086656,0.01241821997284286,0.37649700598802394,12.017345332974712,1.0,0.011384861969992747,1.553594038528879,0.9480572715256876,0.23929590865842054,0.35633120673730523,0.386436052245391
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.03461301073941489,0.03913097148500185,0.016195531415874584,0.4679029957203994,11.95735699788945,1.0,0.014841090679620477,1.8058155200777846,0.9492250142369464,0.2814242814242814,0.44623357763758426,0.44089156095168236
